,method,topic,covariate,covariate.value,estimate,std.error,ci.level,ci.lower,ci.upper,label
203,pointestimate,9,date_label,202012,0.030384427,0.001322494,0.95,0.027905774,0.033098405,Topic 9(Covariate Level: 202003)
204,pointestimate,9,date_label,202106,0.03102864,0.001490689,0.95,0.028132027,0.033904849,Topic 9(Covariate Level: 202003)
205,pointestimate,9,date_label,202101,0.030994373,0.001412406,0.95,0.028256605,0.033752477,Topic 9(Covariate Level: 202003)
206,pointestimate,9,date_label,202011,0.030377573,0.001336825,0.95,0.027869274,0.033115108,Topic 9(Covariate Level: 202003)
207,pointestimate,9,date_label,202111,0.031062907,0.001572299,0.95,0.028006664,0.034126354,Topic 9(Covariate Level: 202003)
208,pointestimate,9,date_label,202107,0.031035493,0.001506762,0.95,0.02810729,0.033940946,Topic 9(Covariate Level: 202003)
209,pointestimate,9,date_label,202104,0.031014933,0.001458946,0.95,0.028173898,0.033836481,Topic 9(Covariate Level: 202003)
210,pointestimate,9,date_label,202109,0.0310492,0.001539289,0.95,0.028059014,0.03402903,Topic 9(Covariate Level: 202003)
211,pointestimate,9,date_label,202007,0.03035016,0.001395932,0.95,0.027711214,0.033189915,Topic 9(Covariate Level: 202003)
212,pointestimate,9,date_label,202112,0.03106976,0.001588975,0.95,0.027994233,0.034163716,Topic 9(Covariate Level: 202003)
213,pointestimate,9,date_label,202110,0.031056053,0.001555736,0.95,0.028030436,0.034083061,Topic 9(Covariate Level: 202003)
214,pointestimate,9,date_label,202102,0.031001227,0.00142777,0.95,0.02822373,0.033777103,Topic 9(Covariate Level: 202003)
215,pointestimate,9,date_label,202006,0.030343307,0.001411126,0.95,0.027679882,0.03321761,Topic 9(Covariate Level: 202003)
216,pointestimate,9,date_label,202005,0.030336453,0.001426477,0.95,0.02764834,0.033242342,Topic 9(Covariate Level: 202003)
217,pointestimate,10,date_label,202003,0.039999813,0.001364022,0.95,0.037339155,0.04262932,Topic 10(Covariate Level: 202003)
218,pointestimate,10,date_label,202002,0.039807887,0.001378297,0.95,0.037113423,0.042461056,Topic 10(Covariate Level: 202003)
219,pointestimate,10,date_label,202004,0.040191738,0.001349938,0.95,0.037577115,0.042798271,Topic 10(Covariate Level: 202003)
220,pointestimate,10,date_label,202001,0.039615961,0.001392758,0.95,0.036890222,0.042300972,Topic 10(Covariate Level: 202003)
221,pointestimate,10,date_label,202103,0.059192367,0.001617282,0.95,0.056080771,0.062361257,Topic 10(Covariate Level: 202003)
222,pointestimate,10,date_label,202009,0.041151366,0.001282611,0.95,0.038710066,0.043637559,Topic 10(Covariate Level: 202003)
223,pointestimate,10,date_label,202008,0.04095944,0.001295643,0.95,0.038479137,0.043462909,Topic 10(Covariate Level: 202003)
224,pointestimate,10,date_label,202108,0.060151994,0.00170179,0.95,0.056869986,0.063469359,Topic 10(Covariate Level: 202003)
225,pointestimate,10,date_label,202105,0.059576218,0.001650764,0.95,0.056400128,0.062795268,Topic 10(Covariate Level: 202003)
226,pointestimate,10,date_label,202010,0.041343291,0.00126981,0.95,0.038925913,0.043792277,Topic 10(Covariate Level: 202003)
227,pointestimate,10,date_label,202012,0.041727142,0.001244927,0.95,0.039352663,0.044102186,Topic 10(Covariate Level: 202003)
228,pointestimate,10,date_label,202106,0.059768143,0.001667669,0.95,0.056559179,0.063020893,Topic 10(Covariate Level: 202003)
229,pointestimate,10,date_label,202101,0.058808516,0.00158426,0.95,0.055769464,0.061920154,Topic 10(Covariate Level: 202003)
230,pointestimate,10,date_label,202011,0.041535217,0.001257246,0.95,0.039138706,0.04394762,Topic 10(Covariate Level: 202003)
231,pointestimate,10,date_label,202111,0.060727771,0.001753704,0.95,0.057366186,0.064179082,Topic 10(Covariate Level: 202003)
232,pointestimate,10,date_label,202107,0.059960069,0.001684678,0.95,0.056718819,0.063246664,Topic 10(Covariate Level: 202003)
233,pointestimate,10,date_label,202104,0.059384292,0.001633967,0.95,0.056240163,0.062581606,Topic 10(Covariate Level: 202003)
234,pointestimate,10,date_label,202109,0.06034392,0.001719,0.95,0.057032955,0.063704228,Topic 10(Covariate Level: 202003)
235,pointestimate,10,date_label,202007,0.040767515,0.001308898,0.95,0.038255274,0.043293667,Topic 10(Covariate Level: 202003)
236,pointestimate,10,date_label,202112,0.060919697,0.001771192,0.95,0.057526617,0.064407834,Topic 10(Covariate Level: 202003)
237,pointestimate,10,date_label,202110,0.060535846,0.001736305,0.95,0.057193824,0.063943685,Topic 10(Covariate Level: 202003)
238,pointestimate,10,date_label,202102,0.059000441,0.001600711,0.95,0.055925118,0.062140906,Topic 10(Covariate Level: 202003)
239,pointestimate,10,date_label,202006,0.040575589,0.00132237,0.95,0.038036153,0.043131919,Topic 10(Covariate Level: 202003)
240,pointestimate,10,date_label,202005,0.040383664,0.001336052,0.95,0.037805098,0.042965881,Topic 10(Covariate Level: 202003)
241,pointestimate,11,date_label,202003,0.025276377,0.001116467,0.95,0.022999666,0.027438645,Topic 11(Covariate Level: 202003)
242,pointestimate,11,date_label,202002,0.025231332,0.001127886,0.95,0.022930427,0.027419972,Topic 11(Covariate Level: 202003)
243,pointestimate,11,date_label,202004,0.025321422,0.001105202,0.95,0.0230732,0.02745692,Topic 11(Covariate Level: 202003)
244,pointestimate,11,date_label,202001,0.025186287,0.001139453,0.95,0.02285897,0.027400152,Topic 11(Covariate Level: 202003)
245,pointestimate,11,date_label,202103,0.029780889,0.001306308,0.95,0.027356557,0.032376866,Topic 11(Covariate Level: 202003)
246,pointestimate,11,date_label,202009,0.025546648,0.001051335,0.95,0.023403084,0.02757208,Topic 11(Covariate Level: 202003)
247,pointestimate,11,date_label,202008,0.025501602,0.001061763,0.95,0.023329089,0.027539807,Topic 11(Covariate Level: 202003)
248,pointestimate,11,date_label,202108,0.030006114,0.001373519,0.95,0.027451716,0.032740843,Topic 11(Covariate Level: 202003)
249,pointestimate,11,date_label,202105,0.029870979,0.001332925,0.95,0.027397395,0.032527885,Topic 11(Covariate Level: 202003)
250,pointestimate,11,date_label,202010,0.025591693,0.00104109,0.95,0.023476042,0.027598552,Topic 11(Covariate Level: 202003)
251,pointestimate,11,date_label,202012,0.025681783,0.00102117,0.95,0.023592443,0.027653194,Topic 11(Covariate Level: 202003)
252,pointestimate,11,date_label,202106,0.029916024,0.00134637,0.95,0.027414103,0.032600117,Topic 11(Covariate Level: 202003)
253,pointestimate,11,date_label,202101,0.029690799,0.001280071,0.95,0.027310679,0.032236159,Topic 11(Covariate Level: 202003)
254,pointestimate,11,date_label,202011,0.025636738,0.001031033,0.95,0.023547941,0.027617932,Topic 11(Covariate Level: 202003)
255,pointestimate,11,date_label,202111,0.03014125,0.001414852,0.95,0.027513412,0.032974315,Topic 11(Covariate Level: 202003)
256,pointestimate,11,date_label,202107,0.029961069,0.001359903,0.95,0.027432382,0.03266926,Topic 11(Covariate Level: 202003)
257,pointestimate,11,date_label,202104,0.029825934,0.00131957,0.95,0.027377255,0.032457443,Topic 11(Covariate Level: 202003)
258,pointestimate,11,date_label,202109,0.030051159,0.001387218,0.95,0.027473551,0.032815097,Topic 11(Covariate Level: 202003)
259,pointestimate,11,date_label,202007,0.025456557,0.001072369,0.95,0.023267356,0.027517424,Topic 11(Covariate Level: 202003)
260,pointestimate,11,date_label,202112,0.030186295,0.001428783,0.95,0.027535605,0.033058911,Topic 11(Covariate Level: 202003)
261,pointestimate,11,date_label,202110,0.030096205,0.001400997,0.95,0.027492614,0.032893753,Topic 11(Covariate Level: 202003)
262,pointestimate,11,date_label,202102,0.029735844,0.00129314,0.95,0.027338533,0.032307483,Topic 11(Covariate Level: 202003)
263,pointestimate,11,date_label,202006,0.025411512,0.001083148,0.95,0.023198554,0.027490304,Topic 11(Covariate Level: 202003)
264,pointestimate,11,date_label,202005,0.025366467,0.001094093,0.95,0.023138952,0.027466902,Topic 11(Covariate Level: 202003)
265,pointestimate,12,date_label,202003,0.015538526,0.000751445,0.95,0.014040588,0.01699427,Topic 12(Covariate Level: 202003)
266,pointestimate,12,date_label,202002,0.015512516,0.000759659,0.95,0.013997215,0.016987152,Topic 12(Covariate Level: 202003)
267,pointestimate,12,date_label,202004,0.015564536,0.000743323,0.95,0.014087529,0.017003386,Topic 12(Covariate Level: 202003)
268,pointestimate,12,date_label,202001,0.015486506,0.000767962,0.95,0.013958046,0.016977797,Topic 12(Covariate Level: 202003)
269,pointestimate,12,date_label,202103,0.018139533,0.000835608,0.95,0.016507345,0.019755878,Topic 12(Covariate Level: 202003)
270,pointestimate,12,date_label,202009,0.015694587,0.000704211,0.95,0.014283427,0.017054412,Topic 12(Covariate Level: 202003)
271,pointestimate,12,date_label,202008,0.015668577,0.000711823,0.95,0.014243517,0.017043436,Topic 12(Covariate Level: 202003)
272,pointestimate,12,date_label,202108,0.018269584,0.000881124,0.95,0.016539734,0.019991912,Topic 12(Covariate Level: 202003)
273,pointestimate,12,date_label,202105,0.018191553,0.000853627,0.95,0.016516995,0.019855406,Topic 12(Covariate Level: 202003)
274,pointestimate,12,date_label,202010,0.015720597,0.000696712,0.95,0.01431636,0.017057741,Topic 12(Covariate Level: 202003)
275,pointestimate,12,date_label,202012,0.015772617,0.000682064,0.95,0.014400928,0.017087958,Topic 12(Covariate Level: 202003)
276,pointestimate,12,date_label,202106,0.018217563,0.000862733,0.95,0.016521825,0.019898935,Topic 12(Covariate Level: 202003)
277,pointestimate,12,date_label,202101,0.018087513,0.000817857,0.95,0.016492387,0.019687936,Topic 12(Covariate Level: 202003)
278,pointestimate,12,date_label,202011,0.015746607,0.000689328,0.95,0.014359303,0.017072176,Topic 12(Covariate Level: 202003)
279,pointestimate,12,date_label,202111,0.018347614,0.000909138,0.95,0.016553826,0.020127848,Topic 12(Covariate Level: 202003)
280,pointestimate,12,date_label,202107,0.018243573,0.000871899,0.95,0.016529643,0.019945964,Topic 12(Covariate Level: 202003)
281,pointestimate,12,date_label,202104,0.018165543,0.000844585,0.95,0.016514347,0.019805642,Topic 12(Covariate Level: 202003)
282,pointestimate,12,date_label,202109,0.018295594,0.000890407,0.95,0.016546138,0.020035305,Topic 12(Covariate Level: 202003)
283,pointestimate,12,date_label,202007,0.015642567,0.000719544,0.95,0.014200278,0.017029541,Topic 12(Covariate Level: 202003)
284,pointestimate,12,date_label,202112,0.018373624,0.000918582,0.95,0.016555757,0.020170693,Topic 12(Covariate Level: 202003)
285,pointestimate,12,date_label,202110,0.018321604,0.000899745,0.95,0.016551896,0.020082608,Topic 12(Covariate Level: 202003)
286,pointestimate,12,date_label,202102,0.018113523,0.000826698,0.95,0.016499718,0.019718496,Topic 12(Covariate Level: 202003)
287,pointestimate,12,date_label,202006,0.015616557,0.000727369,0.95,0.014161604,0.017021468,Topic 12(Covariate Level: 202003)
288,pointestimate,12,date_label,202005,0.015590546,0.000735297,0.95,0.014124567,0.017018474,Topic 12(Covariate Level: 202003)
289,pointestimate,13,date_label,202003,0.035922476,0.001205448,0.95,0.033540295,0.038351665,Topic 13(Covariate Level: 202003)
290,pointestimate,13,date_label,202002,0.035889381,0.001218928,0.95,0.033490429,0.038336807,Topic 13(Covariate Level: 202003)
291,pointestimate,13,date_label,202004,0.035955571,0.001192123,0.95,0.03359584,0.038358772,Topic 13(Covariate Level: 202003)
292,pointestimate,13,date_label,202001,0.035856286,0.001232558,0.95,0.033443825,0.038329896,Topic 13(Covariate Level: 202003)
293,pointestimate,13,date_label,202103,0.039231987,0.001372873,0.95,0.036625453,0.041971235,Topic 13(Covariate Level: 202003)
294,pointestimate,13,date_label,202009,0.036121047,0.001128009,0.95,0.033910067,0.038409826,Topic 13(Covariate Level: 202003)
295,pointestimate,13,date_label,202008,0.036087951,0.001140477,0.95,0.033855597,0.038404677,Topic 13(Covariate Level: 202003)
296,pointestimate,13,date_label,202108,0.039397463,0.001448682,0.95,0.036633451,0.042270068,Topic 13(Covariate Level: 202003)
297,pointestimate,13,date_label,202105,0.039298178,0.001402905,0.95,0.036627723,0.042101787,Topic 13(Covariate Level: 202003)
298,pointestimate,13,date_label,202010,0.036154142,0.001115729,0.95,0.033953374,0.038423443,Topic 13(Covariate Level: 202003)
299,pointestimate,13,date_label,202012,0.036220332,0.001091761,0.95,0.034067092,0.038455718,Topic 13(Covariate Level: 202003)
300,pointestimate,13,date_label,202106,0.039331273,0.00141807,0.95,0.036633018,0.042160735,Topic 13(Covariate Level: 202003)
301,pointestimate,13,date_label,202101,0.039165797,0.00134326,0.95,0.036605829,0.041845926,Topic 13(Covariate Level: 202003)
302,pointestimate,13,date_label,202011,0.036187237,0.001103644,0.95,0.033999184,0.038433841,Topic 13(Covariate Level: 202003)
303,pointestimate,13,date_label,202111,0.039496748,0.001495263,0.95,0.036638109,0.042454668,Topic 13(Covariate Level: 202003)
304,pointestimate,13,date_label,202107,0.039364368,0.00143333,0.95,0.03663594,0.0422121,Topic 13(Covariate Level: 202003)
305,pointestimate,13,date_label,202104,0.039265082,0.001387838,0.95,0.036628084,0.042040573,Topic 13(Covariate Level: 202003)
306,pointestimate,13,date_label,202109,0.039430558,0.001464123,0.95,0.036628737,0.042327492,Topic 13(Covariate Level: 202003)
307,pointestimate,13,date_label,202007,0.036054856,0.001153129,0.95,0.033802622,0.038402163,Topic 13(Covariate Level: 202003)
308,pointestimate,13,date_label,202112,0.039529843,0.001510956,0.95,0.036638306,0.042517524,Topic 13(Covariate Level: 202003)
309,pointestimate,13,date_label,202110,0.039463653,0.001479651,0.95,0.03663407,0.042391801,Topic 13(Covariate Level: 202003)
310,pointestimate,13,date_label,202102,0.039198892,0.001358013,0.95,0.036613168,0.041904981,Topic 13(Covariate Level: 202003)
311,pointestimate,13,date_label,202006,0.036021761,0.001165958,0.95,0.033737367,0.038385231,Topic 13(Covariate Level: 202003)
312,pointestimate,13,date_label,202005,0.035988666,0.001178957,0.95,0.033666603,0.038377807,Topic 13(Covariate Level: 202003)
313,pointestimate,14,date_label,202003,0.045256134,0.001368393,0.95,0.042669794,0.047890515,Topic 14(Covariate Level: 202003)
314,pointestimate,14,date_label,202002,0.045232636,0.001381405,0.95,0.042617836,0.047898585,Topic 14(Covariate Level: 202003)
315,pointestimate,14,date_label,202004,0.045279632,0.001355574,0.95,0.042721725,0.047889668,Topic 14(Covariate Level: 202003)
316,pointestimate,14,date_label,202001,0.045209138,0.001394605,0.95,0.042578774,0.047904896,Topic 14(Covariate Level: 202003)
317,pointestimate,14,date_label,202103,0.047605932,0.001626604,0.95,0.044396956,0.050824043,Topic 14(Covariate Level: 202003)
318,pointestimate,14,date_label,202009,0.045397122,0.001294571,0.95,0.042957582,0.047906019,Topic 14(Covariate Level: 202003)
319,pointestimate,14,date_label,202008,0.045373624,0.00130634,0.95,0.042917434,0.04789059,Topic 14(Covariate Level: 202003)
320,pointestimate,14,date_label,202108,0.047723421,0.001706075,0.95,0.044366867,0.051083268,Topic 14(Covariate Level: 202003)
321,pointestimate,14,date_label,202105,0.047652928,0.00165807,0.95,0.044390941,0.05093742,Topic 14(Covariate Level: 202003)
322,pointestimate,14,date_label,202010,0.04542062,0.00128303,0.95,0.043010958,0.047914165,Topic 14(Covariate Level: 202003)
323,pointestimate,14,date_label,202012,0.045467616,0.001260656,0.95,0.043101299,0.047890737,Topic 14(Covariate Level: 202003)
324,pointestimate,14,date_label,202106,0.047676426,0.001673967,0.95,0.044376118,0.05099146,Topic 14(Covariate Level: 202003)
325,pointestimate,14,date_label,202101,0.047558936,0.001595598,0.95,0.044406998,0.050713655,Topic 14(Covariate Level: 202003)
326,pointestimate,14,date_label,202011,0.045444118,0.001271723,0.95,0.04305468,0.047904555,Topic 14(Covariate Level: 202003)
327,pointestimate,14,date_label,202111,0.047793915,0.001754977,0.95,0.044352427,0.051238878,Topic 14(Covariate Level: 202003)
328,pointestimate,14,date_label,202107,0.047699923,0.00168997,0.95,0.044375692,0.051039425,Topic 14(Covariate Level: 202003)
329,pointestimate,14,date_label,202104,0.04762943,0.001642281,0.95,0.044398497,0.050883929,Topic 14(Covariate Level: 202003)
330,pointestimate,14,date_label,202109,0.047746919,0.00172228,0.95,0.04435793,0.051139406,Topic 14(Covariate Level: 202003)
331,pointestimate,14,date_label,202007,0.045350126,0.001318331,0.95,0.042863724,0.047884202,Topic 14(Covariate Level: 202003)
332,pointestimate,14,date_label,202112,0.047817413,0.001771464,0.95,0.044339216,0.051290071,Topic 14(Covariate Level: 202003)
333,pointestimate,14,date_label,202110,0.047770417,0.001738581,0.95,0.044356827,0.051194092,Topic 14(Covariate Level: 202003)
334,pointestimate,14,date_label,202102,0.047582434,0.001611042,0.95,0.044395415,0.050756737,Topic 14(Covariate Level: 202003)
335,pointestimate,14,date_label,202006,0.045326628,0.001330537,0.95,0.042818507,0.047878004,Topic 14(Covariate Level: 202003)
336,pointestimate,14,date_label,202005,0.04530313,0.001342954,0.95,0.042776475,0.047882174,Topic 14(Covariate Level: 202003)
337,pointestimate,15,date_label,202003,0.043308787,0.00107602,0.95,0.041304897,0.045400418,Topic 15(Covariate Level: 202003)
338,pointestimate,15,date_label,202002,0.043321372,0.001087903,0.95,0.041302367,0.04544379,Topic 15(Covariate Level: 202003)
339,pointestimate,15,date_label,202004,0.043296201,0.001064268,0.95,0.041312526,0.045367686,Topic 15(Covariate Level: 202003)
340,pointestimate,15,date_label,202001,0.043333958,0.001099915,0.95,0.04129016,0.045477328,Topic 15(Covariate Level: 202003)
341,pointestimate,15,date_label,202103,0.04205022,0.001199271,0.95,0.039439691,0.044233245,Topic 15(Covariate Level: 202003)
342,pointestimate,15,date_label,202009,0.043233273,0.001007663,0.95,0.041356295,0.045187579,Topic 15(Covariate Level: 202003)
343,pointestimate,15,date_label,202008,0.043245858,0.001018681,0.95,0.041339403,0.045238659,Topic 15(Covariate Level: 202003)
344,pointestimate,15,date_label,202108,0.041987292,0.001265117,0.95,0.039216717,0.044291249,Topic 15(Covariate Level: 202003)
345,pointestimate,15,date_label,202105,0.042025049,0.001225343,0.95,0.039344898,0.044257348,Topic 15(Covariate Level: 202003)
346,pointestimate,15,date_label,202010,0.043220687,0.000996806,0.95,0.041365317,0.045152811,Topic 15(Covariate Level: 202003)
347,pointestimate,15,date_label,202012,0.043195516,0.000975598,0.95,0.041379451,0.045084339,Topic 15(Covariate Level: 202003)
348,pointestimate,15,date_label,202106,0.042012463,0.001238515,0.95,0.039302171,0.044269821,Topic 15(Covariate Level: 202003)
349,pointestimate,15,date_label,202101,0.042075391,0.001173583,0.95,0.039545781,0.044230081,Topic 15(Covariate Level: 202003)
350,pointestimate,15,date_label,202011,0.043208101,0.000986116,0.95,0.041377733,0.045114279,Topic 15(Covariate Level: 202003)
351,pointestimate,15,date_label,202111,0.041949535,0.001305626,0.95,0.039094792,0.044331296,Topic 15(Covariate Level: 202003)
352,pointestimate,15,date_label,202107,0.041999877,0.001251774,0.95,0.039259444,0.04427496,Topic 15(Covariate Level: 202003)
353,pointestimate,15,date_label,202104,0.042037634,0.001212261,0.95,0.039387625,0.044243099,Topic 15(Covariate Level: 202003)
354,pointestimate,15,date_label,202109,0.041974706,0.001278541,0.95,0.039173854,0.044306562,Topic 15(Covariate Level: 202003)
355,pointestimate,15,date_label,202007,0.043258444,0.001029856,0.95,0.041332418,0.045278389,Topic 15(Covariate Level: 202003)
356,pointestimate,15,date_label,202112,0.041936949,0.00131928,0.95,0.039055326,0.044335668,Topic 15(Covariate Level: 202003)
357,pointestimate,15,date_label,202110,0.04196212,0.001292045,0.95,0.039136292,0.044318252,Topic 15(Covariate Level: 202003)
358,pointestimate,15,date_label,202102,0.042062806,0.001186378,0.95,0.039492991,0.04423217,Topic 15(Covariate Level: 202003)
359,pointestimate,15,date_label,202006,0.04327103,0.001041182,0.95,0.041332479,0.045307234,Topic 15(Covariate Level: 202003)
360,pointestimate,15,date_label,202005,0.043283615,0.001052654,0.95,0.041327853,0.045340122,Topic 15(Covariate Level: 202003)
361,pointestimate,16,date_label,202003,0.050198076,0.00179277,0.95,0.046705014,0.053712456,Topic 16(Covariate Level: 202003)
362,pointestimate,16,date_label,202002,0.050187831,0.001810911,0.95,0.046656764,0.053733024,Topic 16(Covariate Level: 202003)
363,pointestimate,16,date_label,202004,0.05020832,0.001774807,0.95,0.046736925,0.053680707,Topic 16(Covariate Level: 202003)
364,pointestimate,16,date_label,202001,0.050177587,0.001829223,0.95,0.046608073,0.053757714,Topic 16(Covariate Level: 202003)
365,pointestimate,16,date_label,202103,0.0512225,0.001780204,0.95,0.047622512,0.054593261,Topic 16(Covariate Level: 202003)
366,pointestimate,16,date_label,202009,0.050259541,0.001687834,0.95,0.046951247,0.053590265,Topic 16(Covariate Level: 202003)
367,pointestimate,16,date_label,202008,0.050249297,0.00170483,0.95,0.046921313,0.05360329,Topic 16(Covariate Level: 202003)
368,pointestimate,16,date_label,202108,0.051273721,0.001871993,0.95,0.047470118,0.054875934,Topic 16(Covariate Level: 202003)
369,pointestimate,16,date_label,202105,0.051242988,0.001816415,0.95,0.047573239,0.054697394,Topic 16(Covariate Level: 202003)
370,pointestimate,16,date_label,202010,0.050269785,0.001671051,0.95,0.04700468,0.053578781,Topic 16(Covariate Level: 202003)
371,pointestimate,16,date_label,202012,0.050290274,0.001638145,0.95,0.047102406,0.053554677,Topic 16(Covariate Level: 202003)
372,pointestimate,16,date_label,202106,0.051253233,0.001834778,0.95,0.047534147,0.054762636,Topic 16(Covariate Level: 202003)
373,pointestimate,16,date_label,202101,0.051202012,0.001744716,0.95,0.047653372,0.054499882,Topic 16(Covariate Level: 202003)
374,pointestimate,16,date_label,202011,0.05028003,0.001654486,0.95,0.047056271,0.053576109,Topic 16(Covariate Level: 202003)
375,pointestimate,16,date_label,202111,0.051304454,0.00192897,0.95,0.047388593,0.055015529,Topic 16(Covariate Level: 202003)
376,pointestimate,16,date_label,202107,0.051263477,0.001853305,0.95,0.047492638,0.054820672,Topic 16(Covariate Level: 202003)
377,pointestimate,16,date_label,202104,0.051232744,0.001798222,0.95,0.047599715,0.054649672,Topic 16(Covariate Level: 202003)
378,pointestimate,16,date_label,202109,0.051283965,0.001890836,0.95,0.04744384,0.05492444,Topic 16(Covariate Level: 202003)
379,pointestimate,16,date_label,202007,0.050239053,0.001722031,0.95,0.046884791,0.053624043,Topic 16(Covariate Level: 202003)
380,pointestimate,16,date_label,202112,0.051314698,0.001948252,0.95,0.047373484,0.055047293,Topic 16(Covariate Level: 202003)
381,pointestimate,16,date_label,202110,0.05129421,0.00190983,0.95,0.047414598,0.054969945,Topic 16(Covariate Level: 202003)
382,pointestimate,16,date_label,202102,0.051212256,0.001762367,0.95,0.047640166,0.054539239,Topic 16(Covariate Level: 202003)
383,pointestimate,16,date_label,202006,0.050228808,0.001739431,0.95,0.046836156,0.053652277,Topic 16(Covariate Level: 202003)
384,pointestimate,16,date_label,202005,0.050218564,0.001757025,0.95,0.046793164,0.053672277,Topic 16(Covariate Level: 202003)
385,pointestimate,17,date_label,202003,0.027088826,0.001081512,0.95,0.025013639,0.029247084,Topic 17(Covariate Level: 202003)
386,pointestimate,17,date_label,202002,0.02707246,0.001091959,0.95,0.0249805,0.029257692,Topic 17(Covariate Level: 202003)
387,pointestimate,17,date_label,202004,0.027105192,0.001071209,0.95,0.025046778,0.029249803,Topic 17(Covariate Level: 202003)
388,pointestimate,17,date_label,202001,0.027056094,0.001102546,0.95,0.024952229,0.029263686,Topic 17(Covariate Level: 202003)
389,pointestimate,17,date_label,202103,0.02872543,0.001249662,0.95,0.026271098,0.031207268,Topic 17(Covariate Level: 202003)
390,pointestimate,17,date_label,202009,0.027187022,0.00102201,0.95,0.025215448,0.029248684,Topic 17(Covariate Level: 202003)
391,pointestimate,17,date_label,202008,0.027170656,0.001031527,0.95,0.025181439,0.02924864,Topic 17(Covariate Level: 202003)
392,pointestimate,17,date_label,202108,0.02880726,0.001311357,0.95,0.026235886,0.031400828,Topic 17(Covariate Level: 202003)
393,pointestimate,17,date_label,202105,0.028758162,0.001274078,0.95,0.026256935,0.03128049,Topic 17(Covariate Level: 202003)
394,pointestimate,17,date_label,202010,0.027203388,0.001012664,0.95,0.025256142,0.029242255,Topic 17(Covariate Level: 202003)
395,pointestimate,17,date_label,202012,0.02723612,0.000994505,0.95,0.02534604,0.029247847,Topic 17(Covariate Level: 202003)
396,pointestimate,17,date_label,202106,0.028774528,0.001286419,0.95,0.026253981,0.03131546,Topic 17(Covariate Level: 202003)
397,pointestimate,17,date_label,202101,0.028692698,0.001225621,0.95,0.026279747,0.03112208,Topic 17(Covariate Level: 202003)
398,pointestimate,17,date_label,202011,0.027219754,0.001003495,0.95,0.025299688,0.029247089,Topic 17(Covariate Level: 202003)
399,pointestimate,17,date_label,202111,0.028856358,0.001349364,0.95,0.026216296,0.031532089,Topic 17(Covariate Level: 202003)
400,pointestimate,17,date_label,202107,0.028790894,0.001298846,0.95,0.026248447,0.03135467,Topic 17(Covariate Level: 202003)
401,pointestimate,17,date_label,202104,0.028741796,0.001261825,0.95,0.026263097,0.03124391,Topic 17(Covariate Level: 202003)
