,method,topic,covariate,covariate.value,estimate,std.error,ci.level,ci.lower,ci.upper,label
402,pointestimate,17,date_label,202109,0.028823626,0.001323948,0.95,0.026232398,0.031442309,Topic 17(Covariate Level: 202003)
403,pointestimate,17,date_label,202007,0.02715429,0.001041209,0.95,0.025146717,0.029251028,Topic 17(Covariate Level: 202003)
404,pointestimate,17,date_label,202112,0.028872724,0.001362185,0.95,0.02620554,0.031570664,Topic 17(Covariate Level: 202003)
405,pointestimate,17,date_label,202110,0.028839992,0.001336618,0.95,0.026227052,0.031488292,Topic 17(Covariate Level: 202003)
406,pointestimate,17,date_label,202102,0.028709064,0.001237593,0.95,0.026274136,0.03116493,Topic 17(Covariate Level: 202003)
407,pointestimate,17,date_label,202006,0.027137924,0.001051054,0.95,0.025113023,0.029254445,Topic 17(Covariate Level: 202003)
408,pointestimate,17,date_label,202005,0.027121558,0.001061055,0.95,0.025079384,0.029259156,Topic 17(Covariate Level: 202003)
409,pointestimate,18,date_label,202003,0.040041277,0.001490966,0.95,0.03723398,0.043085865,Topic 18(Covariate Level: 202003)
410,pointestimate,18,date_label,202002,0.040049932,0.00150581,0.95,0.037222654,0.043137071,Topic 18(Covariate Level: 202003)
411,pointestimate,18,date_label,202004,0.040032623,0.001476262,0.95,0.037241444,0.043034659,Topic 18(Covariate Level: 202003)
412,pointestimate,18,date_label,202001,0.040058586,0.00152079,0.95,0.037207787,0.043188278,Topic 18(Covariate Level: 202003)
413,pointestimate,18,date_label,202103,0.039175825,0.001444656,0.95,0.036371205,0.041885699,Topic 18(Covariate Level: 202003)
414,pointestimate,18,date_label,202009,0.03998935,0.001404995,0.95,0.03734036,0.042804821,Topic 18(Covariate Level: 202003)
415,pointestimate,18,date_label,202008,0.039998005,0.001418933,0.95,0.037328632,0.04284327,Topic 18(Covariate Level: 202003)
416,pointestimate,18,date_label,202108,0.039132552,0.001518023,0.95,0.036165931,0.041967656,Topic 18(Covariate Level: 202003)
417,pointestimate,18,date_label,202105,0.039158516,0.001473572,0.95,0.036292144,0.041929911,Topic 18(Covariate Level: 202003)
418,pointestimate,18,date_label,202010,0.039980696,0.001391224,0.95,0.037364149,0.04276548,Topic 18(Covariate Level: 202003)
419,pointestimate,18,date_label,202012,0.039963387,0.001364204,0.95,0.037427819,0.042693229,Topic 18(Covariate Level: 202003)
420,pointestimate,18,date_label,202106,0.039149861,0.001488249,0.95,0.036250073,0.041956074,Topic 18(Covariate Level: 202003)
421,pointestimate,18,date_label,202101,0.039193134,0.001416355,0.95,0.036435095,0.041862061,Topic 18(Covariate Level: 202003)
422,pointestimate,18,date_label,202011,0.039972041,0.001377625,0.95,0.037401706,0.042722841,Topic 18(Covariate Level: 202003)
423,pointestimate,18,date_label,202111,0.039106588,0.001563668,0.95,0.036031829,0.042018823,Topic 18(Covariate Level: 202003)
424,pointestimate,18,date_label,202107,0.039141207,0.001503068,0.95,0.036211175,0.041965169,Topic 18(Covariate Level: 202003)
425,pointestimate,18,date_label,202104,0.03916717,0.001459039,0.95,0.036334216,0.041904052,Topic 18(Covariate Level: 202003)
426,pointestimate,18,date_label,202109,0.039123898,0.001533111,0.95,0.03612386,0.04198032,Topic 18(Covariate Level: 202003)
427,pointestimate,18,date_label,202007,0.040006659,0.001433033,0.95,0.037311679,0.042887558,Topic 18(Covariate Level: 202003)
428,pointestimate,18,date_label,202112,0.039097934,0.001579131,0.95,0.03598952,0.042040629,Topic 18(Covariate Level: 202003)
429,pointestimate,18,date_label,202110,0.039115243,0.001548327,0.95,0.036077805,0.041993805,Topic 18(Covariate Level: 202003)
430,pointestimate,18,date_label,202102,0.039184479,0.001430426,0.95,0.036403902,0.041874463,Topic 18(Covariate Level: 202003)
431,pointestimate,18,date_label,202006,0.040015314,0.001447291,0.95,0.03728197,0.042932247,Topic 18(Covariate Level: 202003)
432,pointestimate,18,date_label,202005,0.040023968,0.001461703,0.95,0.037252158,0.042983453,Topic 18(Covariate Level: 202003)
433,pointestimate,19,date_label,202003,0.031616223,0.001543508,0.95,0.028705801,0.03463647,Topic 19(Covariate Level: 202003)
434,pointestimate,19,date_label,202002,0.031154652,0.001558018,0.95,0.028209143,0.03419496,Topic 19(Covariate Level: 202003)
435,pointestimate,19,date_label,202004,0.032077795,0.001529227,0.95,0.02920135,0.035070749,Topic 19(Covariate Level: 202003)
436,pointestimate,19,date_label,202001,0.030693081,0.001572751,0.95,0.027739612,0.033756306,Topic 19(Covariate Level: 202003)
437,pointestimate,19,date_label,202103,0.077773355,0.001882581,0.95,0.074074266,0.08135475,Topic 19(Covariate Level: 202003)
438,pointestimate,19,date_label,202009,0.034385651,0.001461486,0.95,0.031644754,0.037212089,Topic 19(Covariate Level: 202003)
439,pointestimate,19,date_label,202008,0.03392408,0.001474523,0.95,0.031162506,0.036773546,Topic 19(Covariate Level: 202003)
440,pointestimate,19,date_label,202108,0.080081211,0.001973957,0.95,0.076215895,0.083867632,Topic 19(Covariate Level: 202003)
441,pointestimate,19,date_label,202105,0.078696497,0.001918777,0.95,0.074940933,0.082369131,Topic 19(Covariate Level: 202003)
442,pointestimate,19,date_label,202010,0.034847223,0.001448719,0.95,0.032133639,0.037660076,Topic 19(Covariate Level: 202003)
443,pointestimate,19,date_label,202012,0.035770365,0.001424023,0.95,0.033117388,0.038538527,Topic 19(Covariate Level: 202003)
444,pointestimate,19,date_label,202106,0.079158069,0.001937056,0.95,0.075375836,0.082876119,Topic 19(Covariate Level: 202003)
445,pointestimate,19,date_label,202101,0.076850212,0.001846889,0.95,0.07322904,0.080349508,Topic 19(Covariate Level: 202003)
446,pointestimate,19,date_label,202011,0.035308794,0.001436229,0.95,0.032630556,0.038107031,Topic 19(Covariate Level: 202003)
447,pointestimate,19,date_label,202111,0.081465925,0.002030123,0.95,0.077486183,0.085313613,Topic 19(Covariate Level: 202003)
448,pointestimate,19,date_label,202107,0.07961964,0.00195545,0.95,0.075795642,0.083379891,Topic 19(Covariate Level: 202003)
449,pointestimate,19,date_label,202104,0.078234926,0.001900618,0.95,0.074508454,0.081853248,Topic 19(Covariate Level: 202003)
450,pointestimate,19,date_label,202109,0.080542783,0.001992574,0.95,0.076634258,0.084349626,Topic 19(Covariate Level: 202003)
451,pointestimate,19,date_label,202007,0.033462509,0.001487823,0.95,0.030661464,0.036334612,Topic 19(Covariate Level: 202003)
452,pointestimate,19,date_label,202112,0.081927497,0.00204905,0.95,0.077923116,0.085798533,Topic 19(Covariate Level: 202003)
453,pointestimate,19,date_label,202110,0.081004354,0.002011297,0.95,0.077059706,0.084831619,Topic 19(Covariate Level: 202003)
454,pointestimate,19,date_label,202102,0.077311783,0.00186467,0.95,0.073651654,0.080848916,Topic 19(Covariate Level: 202003)
455,pointestimate,19,date_label,202006,0.033000937,0.001501377,0.95,0.03017398,0.035909556,Topic 19(Covariate Level: 202003)
456,pointestimate,19,date_label,202005,0.032539366,0.001515181,0.95,0.029685073,0.035491884,Topic 19(Covariate Level: 202003)
457,pointestimate,20,date_label,202003,0.055926178,0.001642371,0.95,0.052566298,0.059072974,Topic 20(Covariate Level: 202003)
458,pointestimate,20,date_label,202002,0.056057126,0.00165814,0.95,0.052658106,0.059239066,Topic 20(Covariate Level: 202003)
459,pointestimate,20,date_label,202004,0.055795231,0.001626793,0.95,0.052467427,0.058911489,Topic 20(Covariate Level: 202003)
460,pointestimate,20,date_label,202001,0.056188074,0.001674096,0.95,0.052742894,0.059399306,Topic 20(Covariate Level: 202003)
461,pointestimate,20,date_label,202103,0.042831412,0.001774602,0.95,0.039345415,0.046142196,Topic 20(Covariate Level: 202003)
462,pointestimate,20,date_label,202009,0.055140492,0.001551973,0.95,0.051953929,0.058108781,Topic 20(Covariate Level: 202003)
463,pointestimate,20,date_label,202008,0.05527144,0.001566508,0.95,0.052064636,0.05826592,Topic 20(Covariate Level: 202003)
464,pointestimate,20,date_label,202108,0.042176674,0.001861674,0.95,0.038473718,0.045678891,Topic 20(Covariate Level: 202003)
465,pointestimate,20,date_label,202105,0.042569517,0.001809005,0.95,0.038992145,0.0459499,Topic 20(Covariate Level: 202003)
466,pointestimate,20,date_label,202010,0.055009545,0.001537665,0.95,0.051843299,0.057939007,Topic 20(Covariate Level: 202003)
467,pointestimate,20,date_label,202012,0.054747649,0.001509755,0.95,0.051659245,0.057625368,Topic 20(Covariate Level: 202003)
468,pointestimate,20,date_label,202106,0.042438569,0.001826424,0.95,0.03882268,0.045852193,Topic 20(Covariate Level: 202003)
469,pointestimate,20,date_label,202101,0.043093307,0.001740805,0.95,0.039681725,0.046352868,Topic 20(Covariate Level: 202003)
470,pointestimate,20,date_label,202011,0.054878597,0.00152359,0.95,0.051756036,0.057779903,Topic 20(Covariate Level: 202003)
471,pointestimate,20,date_label,202111,0.041783831,0.001915528,0.95,0.037986114,0.045399133,Topic 20(Covariate Level: 202003)
472,pointestimate,20,date_label,202107,0.042307621,0.001843981,0.95,0.038645926,0.045765658,Topic 20(Covariate Level: 202003)
473,pointestimate,20,date_label,202104,0.042700464,0.001791729,0.95,0.039165878,0.046052965,Topic 20(Covariate Level: 202003)
474,pointestimate,20,date_label,202109,0.042045726,0.001879499,0.95,0.038323079,0.045588199,Topic 20(Covariate Level: 202003)
475,pointestimate,20,date_label,202007,0.055402388,0.001581263,0.95,0.052156949,0.058423748,Topic 20(Covariate Level: 202003)
476,pointestimate,20,date_label,202112,0.041652883,0.001933725,0.95,0.037810395,0.045305068,Topic 20(Covariate Level: 202003)
477,pointestimate,20,date_label,202110,0.041914778,0.001897451,0.95,0.038161833,0.045494478,Topic 20(Covariate Level: 202003)
478,pointestimate,20,date_label,202102,0.04296236,0.001757625,0.95,0.039523361,0.046247294,Topic 20(Covariate Level: 202003)
479,pointestimate,20,date_label,202006,0.055533335,0.001596233,0.95,0.052268014,0.058590874,Topic 20(Covariate Level: 202003)
480,pointestimate,20,date_label,202005,0.055664283,0.001611411,0.95,0.052368175,0.058753485,Topic 20(Covariate Level: 202003)
481,pointestimate,21,date_label,202003,0.062245391,0.001582216,0.95,0.059248494,0.065482466,Topic 21(Covariate Level: 202003)
482,pointestimate,21,date_label,202002,0.062452292,0.001598032,0.95,0.059415794,0.065742448,Topic 21(Covariate Level: 202003)
483,pointestimate,21,date_label,202004,0.062038491,0.001566568,0.95,0.059078059,0.065239058,Topic 21(Covariate Level: 202003)
484,pointestimate,21,date_label,202001,0.062659192,0.001614011,0.95,0.059607499,0.065972203,Topic 21(Covariate Level: 202003)
485,pointestimate,21,date_label,202103,0.041555358,0.001629869,0.95,0.038320178,0.044694044,Topic 21(Covariate Level: 202003)
486,pointestimate,21,date_label,202009,0.061003989,0.00149103,0.95,0.058171597,0.064089066,Topic 21(Covariate Level: 202003)
487,pointestimate,21,date_label,202008,0.06121089,0.001505759,0.95,0.058348746,0.064329982,Topic 21(Covariate Level: 202003)
488,pointestimate,21,date_label,202108,0.040520857,0.001712757,0.95,0.037088222,0.04386085,Topic 21(Covariate Level: 202003)
489,pointestimate,21,date_label,202105,0.041141558,0.001662594,0.95,0.03782035,0.044356247,Topic 21(Covariate Level: 202003)
490,pointestimate,21,date_label,202010,0.060797089,0.001476501,0.95,0.058016801,0.063866687,Topic 21(Covariate Level: 202003)
491,pointestimate,21,date_label,202012,0.060383288,0.00144807,0.95,0.057640596,0.06340622,Topic 21(Covariate Level: 202003)
492,pointestimate,21,date_label,202106,0.040934657,0.001679176,0.95,0.037569883,0.044192373,Topic 21(Covariate Level: 202003)
493,pointestimate,21,date_label,202101,0.041969159,0.001597759,0.95,0.038821247,0.045047254,Topic 21(Covariate Level: 202003)
494,pointestimate,21,date_label,202011,0.060590189,0.001462179,0.95,0.057828321,0.063634271,Topic 21(Covariate Level: 202003)
495,pointestimate,21,date_label,202111,0.039900156,0.001764111,0.95,0.036371012,0.043359997,Topic 21(Covariate Level: 202003)
496,pointestimate,21,date_label,202107,0.040727757,0.001695898,0.95,0.037326369,0.044029158,Topic 21(Covariate Level: 202003)
497,pointestimate,21,date_label,202104,0.041348458,0.001646157,0.95,0.038066698,0.044522828,Topic 21(Covariate Level: 202003)
498,pointestimate,21,date_label,202109,0.040313956,0.001729747,0.95,0.036842426,0.043692309,Topic 21(Covariate Level: 202003)
499,pointestimate,21,date_label,202007,0.06141779,0.001520683,0.95,0.058536511,0.064557011,Topic 21(Covariate Level: 202003)
500,pointestimate,21,date_label,202112,0.039693255,0.001781476,0.95,0.036120633,0.043183986,Topic 21(Covariate Level: 202003)
501,pointestimate,21,date_label,202110,0.040107056,0.001746867,0.95,0.036599351,0.04352488,Topic 21(Covariate Level: 202003)
502,pointestimate,21,date_label,202102,0.041762259,0.001613735,0.95,0.038570592,0.044865573,Topic 21(Covariate Level: 202003)
503,pointestimate,21,date_label,202006,0.06162469,0.001535796,0.95,0.058706719,0.064783088,Topic 21(Covariate Level: 202003)
504,pointestimate,21,date_label,202005,0.061831591,0.001551093,0.95,0.058894144,0.065013836,Topic 21(Covariate Level: 202003)
505,pointestimate,22,date_label,202003,0.050238637,0.000894181,0.95,0.048494035,0.052076543,Topic 22(Covariate Level: 202003)
506,pointestimate,22,date_label,202002,0.050047031,0.000903401,0.95,0.048281679,0.051896149,Topic 22(Covariate Level: 202003)
507,pointestimate,22,date_label,202004,0.050430243,0.000885108,0.95,0.048699586,0.052256937,Topic 22(Covariate Level: 202003)
508,pointestimate,22,date_label,202001,0.049855425,0.000912765,0.95,0.048077036,0.051715756,Topic 22(Covariate Level: 202003)
509,pointestimate,22,date_label,202103,0.069399247,0.001149233,0.95,0.067205749,0.071713097,Topic 22(Covariate Level: 202003)
510,pointestimate,22,date_label,202009,0.051388273,0.000842125,0.95,0.049750047,0.053146518,Topic 22(Covariate Level: 202003)
511,pointestimate,22,date_label,202008,0.051196667,0.000850388,0.95,0.049537111,0.052972672,Topic 22(Covariate Level: 202003)
512,pointestimate,22,date_label,202108,0.070357277,0.001208321,0.95,0.06803028,0.072779599,Topic 22(Covariate Level: 202003)
513,pointestimate,22,date_label,202105,0.069782459,0.001172674,0.95,0.067536982,0.072129735,Topic 22(Covariate Level: 202003)
514,pointestimate,22,date_label,202010,0.05157988,0.000834038,0.95,0.04995507,0.053324012,Topic 22(Covariate Level: 202003)
515,pointestimate,22,date_label,202012,0.051963092,0.000818416,0.95,0.05036975,0.053663399,Topic 22(Covariate Level: 202003)
516,pointestimate,22,date_label,202106,0.069974065,0.001184493,0.95,0.067699675,0.072341556,Topic 22(Covariate Level: 202003)
517,pointestimate,22,date_label,202101,0.069016035,0.001126071,0.95,0.066872624,0.071281958,Topic 22(Covariate Level: 202003)
518,pointestimate,22,date_label,202011,0.051771486,0.000826134,0.95,0.050160237,0.053491663,Topic 22(Covariate Level: 202003)
519,pointestimate,22,date_label,202111,0.070932096,0.001244507,0.95,0.068528224,0.073408724,Topic 22(Covariate Level: 202003)
520,pointestimate,22,date_label,202107,0.070165671,0.001196376,0.95,0.067858884,0.07256015,Topic 22(Covariate Level: 202003)
521,pointestimate,22,date_label,202104,0.069590853,0.00116092,0.95,0.067372,0.071913818,Topic 22(Covariate Level: 202003)
522,pointestimate,22,date_label,202109,0.070548884,0.001220325,0.95,0.068201394,0.072992161,Topic 22(Covariate Level: 202003)
523,pointestimate,22,date_label,202007,0.051005061,0.000858823,0.95,0.049321342,0.052793846,Topic 22(Covariate Level: 202003)
524,pointestimate,22,date_label,202112,0.071123702,0.001256681,0.95,0.068694865,0.073623157,Topic 22(Covariate Level: 202003)
525,pointestimate,22,date_label,202110,0.07074049,0.001232388,0.95,0.06836577,0.073199784,Topic 22(Covariate Level: 202003)
526,pointestimate,22,date_label,202102,0.069207641,0.001137616,0.95,0.067041828,0.071497494,Topic 22(Covariate Level: 202003)
527,pointestimate,22,date_label,202006,0.050813455,0.000867425,0.95,0.049117025,0.052617212,Topic 22(Covariate Level: 202003)
528,pointestimate,22,date_label,202005,0.050621849,0.000876188,0.95,0.048909508,0.05243733,Topic 22(Covariate Level: 202003)
529,pointestimate,23,date_label,202003,0.088742254,0.00198849,0.95,0.084697957,0.092358698,Topic 23(Covariate Level: 202003)
530,pointestimate,23,date_label,202002,0.0893087,0.002008702,0.95,0.085221735,0.092959076,Topic 23(Covariate Level: 202003)
531,pointestimate,23,date_label,202004,0.088175808,0.00196843,0.95,0.084182866,0.09175431,Topic 23(Covariate Level: 202003)
532,pointestimate,23,date_label,202001,0.089875145,0.002029061,0.95,0.085745513,0.093565341,Topic 23(Covariate Level: 202003)
533,pointestimate,23,date_label,202103,0.032097695,0.001736464,0.95,0.028737916,0.035576664,Topic 23(Covariate Level: 202003)
534,pointestimate,23,date_label,202009,0.08534358,0.001870574,0.95,0.081554419,0.08876224,Topic 23(Covariate Level: 202003)
535,pointestimate,23,date_label,202008,0.085910026,0.001889802,0.95,0.082085712,0.089360224,Topic 23(Covariate Level: 202003)
536,pointestimate,23,date_label,202108,0.029265467,0.001827435,0.95,0.025712958,0.03286314,Topic 23(Covariate Level: 202003)
537,pointestimate,23,date_label,202105,0.030964804,0.001772216,0.95,0.027508079,0.034483618,Topic 23(Covariate Level: 202003)
538,pointestimate,23,date_label,202010,0.084777135,0.001851527,0.95,0.081021429,0.088167886,Topic 23(Covariate Level: 202003)
539,pointestimate,23,date_label,202012,0.083644244,0.001814003,0.95,0.079956656,0.086988124,Topic 23(Covariate Level: 202003)
540,pointestimate,23,date_label,202106,0.030398358,0.001790417,0.95,0.026902905,0.033950817,Topic 23(Covariate Level: 202003)
541,pointestimate,23,date_label,202101,0.033230586,0.001701623,0.95,0.029933899,0.036613942,Topic 23(Covariate Level: 202003)
542,pointestimate,23,date_label,202011,0.084210689,0.001832668,0.95,0.080488438,0.087582446,Topic 23(Covariate Level: 202003)
543,pointestimate,23,date_label,202111,0.02756613,0.001884413,0.95,0.023898869,0.031275108,Topic 23(Covariate Level: 202003)
544,pointestimate,23,date_label,202107,0.029831912,0.001808825,0.95,0.02631249,0.033408868,Topic 23(Covariate Level: 202003)
545,pointestimate,23,date_label,202104,0.031531249,0.00175423,0.95,0.028127389,0.035026124,Topic 23(Covariate Level: 202003)
546,pointestimate,23,date_label,202109,0.028699021,0.00184624,0.95,0.025112975,0.03233339,Topic 23(Covariate Level: 202003)
547,pointestimate,23,date_label,202007,0.086476472,0.001909207,0.95,0.082618431,0.089961656,Topic 23(Covariate Level: 202003)
548,pointestimate,23,date_label,202112,0.026999684,0.00190377,0.95,0.023286364,0.030746247,Topic 23(Covariate Level: 202003)
549,pointestimate,23,date_label,202110,0.028132576,0.001865235,0.95,0.024513074,0.031803029,Topic 23(Covariate Level: 202003)
550,pointestimate,23,date_label,202102,0.03266414,0.001718926,0.95,0.029341712,0.036090062,Topic 23(Covariate Level: 202003)
551,pointestimate,23,date_label,202006,0.087042917,0.001928784,0.95,0.083140099,0.090556337,Topic 23(Covariate Level: 202003)
552,pointestimate,23,date_label,202005,0.087609363,0.001948527,0.95,0.083660022,0.091154112,Topic 23(Covariate Level: 202003)
553,pointestimate,24,date_label,202003,0.042130529,0.001280583,0.95,0.039715203,0.044629261,Topic 24(Covariate Level: 202003)
554,pointestimate,24,date_label,202002,0.042131565,0.001293595,0.95,0.039682878,0.044651425,Topic 24(Covariate Level: 202003)
555,pointestimate,24,date_label,202004,0.042129493,0.001267718,0.95,0.039736612,0.044608234,Topic 24(Covariate Level: 202003)
556,pointestimate,24,date_label,202001,0.042132601,0.001306751,0.95,0.039663177,0.044680305,Topic 24(Covariate Level: 202003)
557,pointestimate,24,date_label,202103,0.042026944,0.00137669,0.95,0.039445793,0.044820058,Topic 24(Covariate Level: 202003)
558,pointestimate,24,date_label,202009,0.042124314,0.001205779,0.95,0.03985577,0.044485893,Topic 24(Covariate Level: 202003)
559,pointestimate,24,date_label,202008,0.04212535,0.001217832,0.95,0.039829887,0.0445054,Topic 24(Covariate Level: 202003)
560,pointestimate,24,date_label,202108,0.042021765,0.001447562,0.95,0.039314919,0.044922364,Topic 24(Covariate Level: 202003)
561,pointestimate,24,date_label,202105,0.042024872,0.001404706,0.95,0.039380944,0.044866048,Topic 24(Covariate Level: 202003)
562,pointestimate,24,date_label,202010,0.042123278,0.001193902,0.95,0.039869905,0.044463097,Topic 24(Covariate Level: 202003)
563,pointestimate,24,date_label,202012,0.042121206,0.001170703,0.95,0.039898549,0.044407851,Topic 24(Covariate Level: 202003)
564,pointestimate,24,date_label,202106,0.042023836,0.001418884,0.95,0.039353188,0.044887184,Topic 24(Covariate Level: 202003)
565,pointestimate,24,date_label,202101,0.042029015,0.001349151,0.95,0.039513587,0.044765323,Topic 24(Covariate Level: 202003)
566,pointestimate,24,date_label,202011,0.042122242,0.001182208,0.95,0.039880334,0.04442707,Topic 24(Covariate Level: 202003)
567,pointestimate,24,date_label,202111,0.042018657,0.001491342,0.95,0.039227359,0.045014135,Topic 24(Covariate Level: 202003)
568,pointestimate,24,date_label,202107,0.0420228,0.00143317,0.95,0.039336017,0.044900098,Topic 24(Covariate Level: 202003)
569,pointestimate,24,date_label,202104,0.042025908,0.00139064,0.95,0.039411961,0.044844912,Topic 24(Covariate Level: 202003)
570,pointestimate,24,date_label,202109,0.042020729,0.001462057,0.95,0.03929037,0.044953429,Topic 24(Covariate Level: 202003)
571,pointestimate,24,date_label,202007,0.042126385,0.001230058,0.95,0.039813762,0.044536123,Topic 24(Covariate Level: 202003)
572,pointestimate,24,date_label,202112,0.042017621,0.001506126,0.95,0.039190808,0.045042888,Topic 24(Covariate Level: 202003)
573,pointestimate,24,date_label,202110,0.042019693,0.001476651,0.95,0.039263434,0.044982626,Topic 24(Covariate Level: 202003)
574,pointestimate,24,date_label,202102,0.04202798,0.001362859,0.95,0.039471663,0.04479269,Topic 24(Covariate Level: 202003)
575,pointestimate,24,date_label,202006,0.042127421,0.001242451,0.95,0.039781231,0.044568557,Topic 24(Covariate Level: 202003)
576,pointestimate,24,date_label,202005,0.042128457,0.001255006,0.95,0.039756894,0.044586936,Topic 24(Covariate Level: 202003)
577,pointestimate,25,date_label,202003,0.010632271,0.000574332,0.95,0.009534707,0.011784959,Topic 25(Covariate Level: 202003)
578,pointestimate,25,date_label,202002,0.010620138,0.000579969,0.95,0.009503641,0.011793581,Topic 25(Covariate Level: 202003)
579,pointestimate,25,date_label,202004,0.010644404,0.000568765,0.95,0.009560612,0.011781459,Topic 25(Covariate Level: 202003)
580,pointestimate,25,date_label,202001,0.010608005,0.000585674,0.95,0.009472576,0.011799181,Topic 25(Covariate Level: 202003)
581,pointestimate,25,date_label,202103,0.011845572,0.000633196,0.95,0.010613582,0.013092523,Topic 25(Covariate Level: 202003)
582,pointestimate,25,date_label,202009,0.010705069,0.00054205,0.95,0.009674593,0.011822179,Topic 25(Covariate Level: 202003)
583,pointestimate,25,date_label,202008,0.010692936,0.000547236,0.95,0.0096527,0.011813075,Topic 25(Covariate Level: 202003)
584,pointestimate,25,date_label,202108,0.011906237,0.000664838,0.95,0.010600135,0.013208379,Topic 25(Covariate Level: 202003)
585,pointestimate,25,date_label,202105,0.011869838,0.000645707,0.95,0.010604512,0.013134829,Topic 25(Covariate Level: 202003)
586,pointestimate,25,date_label,202010,0.010717202,0.000536946,0.95,0.009696023,0.011820459,Topic 25(Covariate Level: 202003)
587,pointestimate,25,date_label,202012,0.010741468,0.000526998,0.95,0.009734419,0.011824705,Topic 25(Covariate Level: 202003)
588,pointestimate,25,date_label,202106,0.011881971,0.000652037,0.95,0.010604349,0.013157749,Topic 25(Covariate Level: 202003)
589,pointestimate,25,date_label,202101,0.011821306,0.000620894,0.95,0.010621602,0.013048485,Topic 25(Covariate Level: 202003)
590,pointestimate,25,date_label,202011,0.010729335,0.000531928,0.95,0.009718222,0.011822465,Topic 25(Covariate Level: 202003)
591,pointestimate,25,date_label,202111,0.011942636,0.000684374,0.95,0.010602903,0.01328602,Topic 25(Covariate Level: 202003)
592,pointestimate,25,date_label,202107,0.011894104,0.000658414,0.95,0.010603038,0.013181821,Topic 25(Covariate Level: 202003)
593,pointestimate,25,date_label,202104,0.011857705,0.000639426,0.95,0.0106056,0.013114259,Topic 25(Covariate Level: 202003)
594,pointestimate,25,date_label,202109,0.01191837,0.000671306,0.95,0.010599821,0.013234938,Topic 25(Covariate Level: 202003)
595,pointestimate,25,date_label,202007,0.010680803,0.000552503,0.95,0.009632079,0.011805505,Topic 25(Covariate Level: 202003)
596,pointestimate,25,date_label,202112,0.011954769,0.00069097,0.95,0.010605888,0.01331207,Topic 25(Covariate Level: 202003)
597,pointestimate,25,date_label,202110,0.011930503,0.000677819,0.95,0.010601796,0.0132612,Topic 25(Covariate Level: 202003)
598,pointestimate,25,date_label,202102,0.011833439,0.000627018,0.95,0.010617896,0.013070794,Topic 25(Covariate Level: 202003)
599,pointestimate,25,date_label,202006,0.01066867,0.000557848,0.95,0.009602215,0.011796631,Topic 25(Covariate Level: 202003)
600,pointestimate,25,date_label,202005,0.010656537,0.00056327,0.95,0.009584315,0.011784277,Topic 25(Covariate Level: 202003)
